^	some hippo	no hippo
^	some hungry	no hungry
^	some non-ape	no non-ape
^	some ape	no ape
^	some animal	no animal
^	some dog	no dog
^	some cat	no cat
^	some unable	no unable
^	some able	no able
^	some Thai	no Thai
^	some Asian	no Asian
^	some bird	no bird
^	some crow	no crow
^	some sofa	no sofa
^	some couch	no couch
^	some snail	no snail
^	some vertebrate	no vertebrate
^	some invertebrate	no invertebrate
^	some bark	no bark
^	some puppy	no puppy
^	some feline	no feline
^	some mobile	no mobile
^	some immobile	no immobile
^	some dead	no dead
^	some live	no live
^	some European	no European
^	some French	no French
^	some Parisian	no Parisian
^	some human	no human
^	some animate	no animate
^	some inanimate	no inanimate
^	some seat	no seat
^	some bench	no bench
^	some woody	no woody
^	some plant	no plant
^	some tree	no tree
^	some oak	no oak
^	some bush	no bush
^	some destructible	no destructible
^	some indestructible	no indestructible
^	some mammal	no mammal
