^	not hippo	hippo
^	not hungry	hungry
^	not non-ape	non-ape
^	not ape	ape
^	not animal	animal
^	not dog	dog
^	not cat	cat
^	not unable	unable
^	not able	able
^	not Thai	Thai
^	not Asian	Asian
^	not bird	bird
^	not crow	crow
^	not sofa	sofa
^	not couch	couch
^	not snail	snail
^	not vertebrate	vertebrate
^	not invertebrate	invertebrate
^	not bark	bark
^	not puppy	puppy
^	not feline	feline
^	not mobile	mobile
^	not immobile	immobile
^	not dead	dead
^	not live	live
^	not European	European
^	not French	French
^	not Parisian	Parisian
^	not human	human
^	not animate	animate
^	not inanimate	inanimate
^	not seat	seat
^	not bench	bench
^	not woody	woody
^	not plant	plant
^	not tree	tree
^	not oak	oak
^	not bush	bush
^	not destructible	destructible
^	not indestructible	indestructible
^	not mammal	mammal
