|	some ( mobile hippo )	no hippo
|	some ( mobile hungry )	no hungry
|	some ( mobile non-ape )	no non-ape
|	some ( mobile ape )	no ape
|	some ( mobile animal )	no animal
|	some ( mobile dog )	no dog
|	some ( mobile cat )	no cat
|	some ( mobile unable )	no unable
|	some ( mobile able )	no able
|	some ( mobile Thai )	no Thai
|	some ( mobile Asian )	no Asian
|	some ( mobile bird )	no bird
|	some ( mobile crow )	no crow
|	some ( mobile sofa )	no sofa
|	some ( mobile couch )	no couch
|	some ( mobile snail )	no snail
|	some ( mobile vertebrate )	no vertebrate
|	some ( mobile invertebrate )	no invertebrate
|	some ( mobile bark )	no bark
|	some ( mobile puppy )	no puppy
|	some ( mobile feline )	no feline
|	some ( mobile mobile )	no mobile
|	some ( mobile immobile )	no immobile
|	some ( mobile dead )	no dead
|	some ( mobile live )	no live
|	some ( mobile European )	no European
|	some ( mobile French )	no French
|	some ( mobile Parisian )	no Parisian
|	some ( mobile human )	no human
|	some ( mobile animate )	no animate
|	some ( mobile inanimate )	no inanimate
|	some ( mobile seat )	no seat
|	some ( mobile bench )	no bench
|	some ( mobile woody )	no woody
|	some ( mobile plant )	no plant
|	some ( mobile tree )	no tree
|	some ( mobile oak )	no oak
|	some ( mobile bush )	no bush
|	some ( mobile destructible )	no destructible
|	some ( mobile indestructible )	no indestructible
|	some ( mobile mammal )	no mammal
