|	some ( bark hippo )	no hippo
|	some ( bark hungry )	no hungry
|	some ( bark non-ape )	no non-ape
|	some ( bark ape )	no ape
|	some ( bark animal )	no animal
|	some ( bark dog )	no dog
|	some ( bark cat )	no cat
|	some ( bark unable )	no unable
|	some ( bark able )	no able
|	some ( bark Thai )	no Thai
|	some ( bark Asian )	no Asian
|	some ( bark bird )	no bird
|	some ( bark crow )	no crow
|	some ( bark sofa )	no sofa
|	some ( bark couch )	no couch
|	some ( bark snail )	no snail
|	some ( bark vertebrate )	no vertebrate
|	some ( bark invertebrate )	no invertebrate
|	some ( bark bark )	no bark
|	some ( bark puppy )	no puppy
|	some ( bark feline )	no feline
|	some ( bark mobile )	no mobile
|	some ( bark immobile )	no immobile
|	some ( bark dead )	no dead
|	some ( bark live )	no live
|	some ( bark European )	no European
|	some ( bark French )	no French
|	some ( bark Parisian )	no Parisian
|	some ( bark human )	no human
|	some ( bark animate )	no animate
|	some ( bark inanimate )	no inanimate
|	some ( bark seat )	no seat
|	some ( bark bench )	no bench
|	some ( bark woody )	no woody
|	some ( bark plant )	no plant
|	some ( bark tree )	no tree
|	some ( bark oak )	no oak
|	some ( bark bush )	no bush
|	some ( bark destructible )	no destructible
|	some ( bark indestructible )	no indestructible
|	some ( bark mammal )	no mammal
