>	( most hippo ) bark	( no hippo ) ( not bark )
>	( most hungry ) bark	( no hungry ) ( not bark )
>	( most non-ape ) bark	( no non-ape ) ( not bark )
>	( most ape ) bark	( no ape ) ( not bark )
>	( most animal ) bark	( no animal ) ( not bark )
>	( most dog ) bark	( no dog ) ( not bark )
>	( most cat ) bark	( no cat ) ( not bark )
>	( most unable ) bark	( no unable ) ( not bark )
>	( most able ) bark	( no able ) ( not bark )
>	( most Thai ) bark	( no Thai ) ( not bark )
>	( most Asian ) bark	( no Asian ) ( not bark )
>	( most bird ) bark	( no bird ) ( not bark )
>	( most crow ) bark	( no crow ) ( not bark )
>	( most sofa ) bark	( no sofa ) ( not bark )
>	( most couch ) bark	( no couch ) ( not bark )
>	( most snail ) bark	( no snail ) ( not bark )
>	( most vertebrate ) bark	( no vertebrate ) ( not bark )
>	( most invertebrate ) bark	( no invertebrate ) ( not bark )
>	( most puppy ) bark	( no puppy ) ( not bark )
>	( most feline ) bark	( no feline ) ( not bark )
>	( most mobile ) bark	( no mobile ) ( not bark )
>	( most immobile ) bark	( no immobile ) ( not bark )
>	( most dead ) bark	( no dead ) ( not bark )
>	( most live ) bark	( no live ) ( not bark )
>	( most European ) bark	( no European ) ( not bark )
>	( most French ) bark	( no French ) ( not bark )
>	( most Parisian ) bark	( no Parisian ) ( not bark )
>	( most human ) bark	( no human ) ( not bark )
>	( most seat ) bark	( no seat ) ( not bark )
>	( most bench ) bark	( no bench ) ( not bark )
>	( most woody ) bark	( no woody ) ( not bark )
>	( most plant ) bark	( no plant ) ( not bark )
>	( most tree ) bark	( no tree ) ( not bark )
>	( most oak ) bark	( no oak ) ( not bark )
>	( most bush ) bark	( no bush ) ( not bark )
>	( most destructible ) bark	( no destructible ) ( not bark )
>	( most indestructible ) bark	( no indestructible ) ( not bark )
>	( most mammal ) bark	( no mammal ) ( not bark )
