v	( some hippo ) European	( no hippo ) French
v	( some hungry ) European	( no hungry ) French
v	( some non-ape ) European	( no non-ape ) French
v	( some ape ) European	( no ape ) French
v	( some animal ) European	( no animal ) French
v	( some dog ) European	( no dog ) French
v	( some cat ) European	( no cat ) French
v	( some unable ) European	( no unable ) French
v	( some able ) European	( no able ) French
v	( some bird ) European	( no bird ) French
v	( some crow ) European	( no crow ) French
v	( some sofa ) European	( no sofa ) French
v	( some couch ) European	( no couch ) French
v	( some snail ) European	( no snail ) French
v	( some vertebrate ) European	( no vertebrate ) French
v	( some invertebrate ) European	( no invertebrate ) French
v	( some bark ) European	( no bark ) French
v	( some puppy ) European	( no puppy ) French
v	( some feline ) European	( no feline ) French
v	( some mobile ) European	( no mobile ) French
v	( some immobile ) European	( no immobile ) French
v	( some dead ) European	( no dead ) French
v	( some live ) European	( no live ) French
v	( some human ) European	( no human ) French
v	( some animate ) European	( no animate ) French
v	( some inanimate ) European	( no inanimate ) French
v	( some seat ) European	( no seat ) French
v	( some bench ) European	( no bench ) French
v	( some woody ) European	( no woody ) French
v	( some plant ) European	( no plant ) French
v	( some tree ) European	( no tree ) French
v	( some oak ) European	( no oak ) French
v	( some bush ) European	( no bush ) French
v	( some destructible ) European	( no destructible ) French
v	( some indestructible ) European	( no indestructible ) French
v	( some mammal ) European	( no mammal ) French
