>	( some hippo ) European	( three hippo ) French
>	( some hungry ) European	( three hungry ) French
>	( some non-ape ) European	( three non-ape ) French
>	( some ape ) European	( three ape ) French
>	( some animal ) European	( three animal ) French
>	( some dog ) European	( three dog ) French
>	( some cat ) European	( three cat ) French
>	( some unable ) European	( three unable ) French
>	( some able ) European	( three able ) French
>	( some bird ) European	( three bird ) French
>	( some crow ) European	( three crow ) French
>	( some sofa ) European	( three sofa ) French
>	( some couch ) European	( three couch ) French
>	( some snail ) European	( three snail ) French
>	( some vertebrate ) European	( three vertebrate ) French
>	( some invertebrate ) European	( three invertebrate ) French
>	( some puppy ) European	( three puppy ) French
>	( some feline ) European	( three feline ) French
>	( some mobile ) European	( three mobile ) French
>	( some immobile ) European	( three immobile ) French
>	( some dead ) European	( three dead ) French
>	( some live ) European	( three live ) French
>	( some human ) European	( three human ) French
>	( some animate ) European	( three animate ) French
>	( some inanimate ) European	( three inanimate ) French
>	( some seat ) European	( three seat ) French
>	( some bench ) European	( three bench ) French
>	( some woody ) European	( three woody ) French
>	( some plant ) European	( three plant ) French
>	( some tree ) European	( three tree ) French
>	( some oak ) European	( three oak ) French
>	( some bush ) European	( three bush ) French
>	( some destructible ) European	( three destructible ) French
>	( some indestructible ) European	( three indestructible ) French
>	( some mammal ) European	( three mammal ) French
