some % Remo<ed relations between quantifiers and predicates.

% Predicates %
<	all hippo	some hippo
#	all hungry	some hippo
<	all non-ape	some hippo
#	all ape	some hippo
<	all animal	some hippo
#	all dog	some hippo
#	all cat	some hippo
#	all unable	some hippo
#	all able	some hippo
#	all Thai	some hippo
#	all Asian	some hippo
#	all bird	some hippo
#	all crow	some hippo
#	all sofa	some hippo
#	all couch	some hippo
#	all snail	some hippo
<	all <ertebrate	some hippo
#	all in<ertebrate	some hippo
#	all bark	some hippo
#	all puppy	some hippo
#	all feline	some hippo
<	all mobile	some hippo
#	all immobile	some hippo
#	all dead	some hippo
#	all li<e	some hippo
#	all European	some hippo
#	all French	some hippo
#	all Parisian	some hippo
#	all human	some hippo
#	all animate	some hippo
#	all inanimate	some hippo
#	all seat	some hippo
#	all bench	some hippo
#	all woody	some hippo
#	all plant	some hippo
#	all tree	some hippo
#	all oak	some hippo
#	all bush	some hippo
<	all destructible	some hippo
#	all indestructible	some hippo
<	all mammal	some hippo
#	all hippo	some hungry
<	all hungry	some hungry
#	all non-ape	some hungry
#	all ape	some hungry
<	all animal	some hungry
#	all dog	some hungry
#	all cat	some hungry
#	all unable	some hungry
#	all able	some hungry
#	all Thai	some hungry
#	all Asian	some hungry
#	all bird	some hungry
#	all crow	some hungry
#	all sofa	some hungry
#	all couch	some hungry
#	all snail	some hungry
#	all <ertebrate	some hungry
#	all in<ertebrate	some hungry
#	all bark	some hungry
#	all puppy	some hungry
#	all feline	some hungry
#	all mobile	some hungry
#	all immobile	some hungry
#	all dead	some hungry
<	all li<e	some hungry
#	all European	some hungry
#	all French	some hungry
#	all Parisian	some hungry
#	all human	some hungry
<	all animate	some hungry
#	all inanimate	some hungry
#	all seat	some hungry
#	all bench	some hungry
#	all woody	some hungry
#	all plant	some hungry
#	all tree	some hungry
#	all oak	some hungry
#	all bush	some hungry
#	all destructible	some hungry
#	all indestructible	some hungry
#	all mammal	some hungry
<	all hippo	some non-ape
#	all hungry	some non-ape
<	all non-ape	some non-ape
#	all ape	some non-ape
<	all animal	some non-ape
<	all dog	some non-ape
<	all cat	some non-ape
#	all unable	some non-ape
#	all able	some non-ape
#	all Thai	some non-ape
#	all Asian	some non-ape
<	all bird	some non-ape
<	all crow	some non-ape
<	all sofa	some non-ape
<	all couch	some non-ape
<	all snail	some non-ape
<	all <ertebrate	some non-ape
<	all in<ertebrate	some non-ape
#	all bark	some non-ape
<	all puppy	some non-ape
<	all feline	some non-ape
<	all mobile	some non-ape
<	all immobile	some non-ape
#	all dead	some non-ape
#	all li<e	some non-ape
#	all European	some non-ape
#	all French	some non-ape
#	all Parisian	some non-ape
#	all human	some non-ape
#	all animate	some non-ape
#	all inanimate	some non-ape
<	all seat	some non-ape
<	all bench	some non-ape
<	all woody	some non-ape
<	all plant	some non-ape
<	all tree	some non-ape
<	all oak	some non-ape
<	all bush	some non-ape
#	all destructible	some non-ape
<	all indestructible	some non-ape
<	all mammal	some non-ape
#	all hippo	some ape
#	all hungry	some ape
#	all non-ape	some ape
<	all ape	some ape
<	all animal	some ape
#	all dog	some ape
#	all cat	some ape
#	all unable	some ape
#	all able	some ape
#	all Thai	some ape
#	all Asian	some ape
#	all bird	some ape
#	all crow	some ape
#	all sofa	some ape
#	all couch	some ape
#	all snail	some ape
<	all <ertebrate	some ape
#	all in<ertebrate	some ape
#	all bark	some ape
#	all puppy	some ape
#	all feline	some ape
<	all mobile	some ape
#	all immobile	some ape
#	all dead	some ape
#	all li<e	some ape
#	all European	some ape
#	all French	some ape
#	all Parisian	some ape
<	all human	some ape
#	all animate	some ape
#	all inanimate	some ape
#	all seat	some ape
#	all bench	some ape
#	all woody	some ape
#	all plant	some ape
#	all tree	some ape
#	all oak	some ape
#	all bush	some ape
<	all destructible	some ape
#	all indestructible	some ape
<	all mammal	some ape
<	all hippo	some animal
<	all hungry	some animal
<	all non-ape	some animal
<	all ape	some animal
<	all animal	some animal
<	all dog	some animal
<	all cat	some animal
#	all unable	some animal
#	all able	some animal
#	all Thai	some animal
#	all Asian	some animal
<	all bird	some animal
<	all crow	some animal
#	all sofa	some animal
#	all couch	some animal
<	all snail	some animal
<	all <ertebrate	some animal
<	all in<ertebrate	some animal
<	all bark	some animal
<	all puppy	some animal
<	all feline	some animal
<	all mobile	some animal
#	all immobile	some animal
#	all dead	some animal
#	all li<e	some animal
#	all European	some animal
#	all French	some animal
#	all Parisian	some animal
<	all human	some animal
#	all animate	some animal
#	all inanimate	some animal
#	all seat	some animal
#	all bench	some animal
#	all woody	some animal
#	all plant	some animal
#	all tree	some animal
#	all oak	some animal
#	all bush	some animal
<	all destructible	some animal
#	all indestructible	some animal
<	all mammal	some animal
#	all hippo	some dog
#	all hungry	some dog
<	all non-ape	some dog
#	all ape	some dog
<	all animal	some dog
<	all dog	some dog
#	all cat	some dog
#	all unable	some dog
#	all able	some dog
#	all Thai	some dog
#	all Asian	some dog
#	all bird	some dog
#	all crow	some dog
#	all sofa	some dog
#	all couch	some dog
#	all snail	some dog
<	all <ertebrate	some dog
#	all in<ertebrate	some dog
#	all bark	some dog
<	all puppy	some dog
#	all feline	some dog
<	all mobile	some dog
#	all immobile	some dog
#	all dead	some dog
#	all li<e	some dog
#	all European	some dog
#	all French	some dog
#	all Parisian	some dog
#	all human	some dog
#	all animate	some dog
#	all inanimate	some dog
#	all seat	some dog
#	all bench	some dog
#	all woody	some dog
#	all plant	some dog
#	all tree	some dog
#	all oak	some dog
#	all bush	some dog
<	all destructible	some dog
#	all indestructible	some dog
<	all mammal	some dog
#	all hippo	some cat
#	all hungry	some cat
<	all non-ape	some cat
#	all ape	some cat
<	all animal	some cat
#	all dog	some cat
<	all cat	some cat
#	all unable	some cat
#	all able	some cat
#	all Thai	some cat
#	all Asian	some cat
#	all bird	some cat
#	all crow	some cat
#	all sofa	some cat
#	all couch	some cat
#	all snail	some cat
<	all <ertebrate	some cat
#	all in<ertebrate	some cat
#	all bark	some cat
#	all puppy	some cat
<	all feline	some cat
<	all mobile	some cat
#	all immobile	some cat
#	all dead	some cat
#	all li<e	some cat
#	all European	some cat
#	all French	some cat
#	all Parisian	some cat
#	all human	some cat
#	all animate	some cat
#	all inanimate	some cat
#	all seat	some cat
#	all bench	some cat
#	all woody	some cat
#	all plant	some cat
#	all tree	some cat
#	all oak	some cat
#	all bush	some cat
<	all destructible	some cat
#	all indestructible	some cat
<	all mammal	some cat
#	all hippo	some unable
#	all hungry	some unable
#	all non-ape	some unable
#	all ape	some unable
#	all animal	some unable
#	all dog	some unable
#	all cat	some unable
<	all unable	some unable
#	all able	some unable
#	all Thai	some unable
#	all Asian	some unable
#	all bird	some unable
#	all crow	some unable
#	all sofa	some unable
#	all couch	some unable
#	all snail	some unable
#	all <ertebrate	some unable
#	all in<ertebrate	some unable
#	all bark	some unable
#	all puppy	some unable
#	all feline	some unable
#	all mobile	some unable
#	all immobile	some unable
#	all dead	some unable
#	all li<e	some unable
#	all European	some unable
#	all French	some unable
#	all Parisian	some unable
#	all human	some unable
#	all animate	some unable
#	all inanimate	some unable
#	all seat	some unable
#	all bench	some unable
#	all woody	some unable
#	all plant	some unable
#	all tree	some unable
#	all oak	some unable
#	all bush	some unable
#	all destructible	some unable
#	all indestructible	some unable
#	all mammal	some unable
#	all hippo	some able
#	all hungry	some able
#	all non-ape	some able
#	all ape	some able
#	all animal	some able
#	all dog	some able
#	all cat	some able
#	all unable	some able
<	all able	some able
#	all Thai	some able
#	all Asian	some able
#	all bird	some able
#	all crow	some able
#	all sofa	some able
#	all couch	some able
#	all snail	some able
#	all <ertebrate	some able
#	all in<ertebrate	some able
#	all bark	some able
#	all puppy	some able
#	all feline	some able
#	all mobile	some able
#	all immobile	some able
#	all dead	some able
#	all li<e	some able
#	all European	some able
#	all French	some able
#	all Parisian	some able
#	all human	some able
#	all animate	some able
#	all inanimate	some able
#	all seat	some able
#	all bench	some able
#	all woody	some able
#	all plant	some able
#	all tree	some able
#	all oak	some able
#	all bush	some able
#	all destructible	some able
#	all indestructible	some able
#	all mammal	some able
#	all hippo	some Thai
#	all hungry	some Thai
#	all non-ape	some Thai
#	all ape	some Thai
#	all animal	some Thai
#	all dog	some Thai
#	all cat	some Thai
#	all unable	some Thai
#	all able	some Thai
<	all Thai	some Thai
<	all Asian	some Thai
#	all bird	some Thai
#	all crow	some Thai
#	all sofa	some Thai
#	all couch	some Thai
#	all snail	some Thai
#	all <ertebrate	some Thai
#	all in<ertebrate	some Thai
#	all bark	some Thai
#	all puppy	some Thai
#	all feline	some Thai
#	all mobile	some Thai
#	all immobile	some Thai
#	all dead	some Thai
#	all li<e	some Thai
#	all European	some Thai
#	all French	some Thai
#	all Parisian	some Thai
#	all human	some Thai
#	all animate	some Thai
#	all inanimate	some Thai
#	all seat	some Thai
#	all bench	some Thai
#	all woody	some Thai
#	all plant	some Thai
#	all tree	some Thai
#	all oak	some Thai
#	all bush	some Thai
#	all destructible	some Thai
#	all indestructible	some Thai
#	all mammal	some Thai
#	all hippo	some Asian
#	all hungry	some Asian
#	all non-ape	some Asian
#	all ape	some Asian
#	all animal	some Asian
#	all dog	some Asian
#	all cat	some Asian
#	all unable	some Asian
#	all able	some Asian
<	all Thai	some Asian
<	all Asian	some Asian
#	all bird	some Asian
#	all crow	some Asian
#	all sofa	some Asian
#	all couch	some Asian
#	all snail	some Asian
#	all <ertebrate	some Asian
#	all in<ertebrate	some Asian
#	all bark	some Asian
#	all puppy	some Asian
#	all feline	some Asian
#	all mobile	some Asian
#	all immobile	some Asian
#	all dead	some Asian
#	all li<e	some Asian
#	all European	some Asian
#	all French	some Asian
#	all Parisian	some Asian
#	all human	some Asian
