>	( no hippo ) French	( no hippo ) European
>	( no hungry ) French	( no hungry ) European
>	( no non-ape ) French	( no non-ape ) European
>	( no ape ) French	( no ape ) European
>	( no animal ) French	( no animal ) European
>	( no dog ) French	( no dog ) European
>	( no cat ) French	( no cat ) European
>	( no unable ) French	( no unable ) European
>	( no able ) French	( no able ) European
>	( no Asian ) French	( no Asian ) European
>	( no bird ) French	( no bird ) European
>	( no crow ) French	( no crow ) European
>	( no sofa ) French	( no sofa ) European
>	( no couch ) French	( no couch ) European
>	( no snail ) French	( no snail ) European
>	( no vertebrate ) French	( no vertebrate ) European
>	( no invertebrate ) French	( no invertebrate ) European
>	( no bark ) French	( no bark ) European
>	( no puppy ) French	( no puppy ) European
>	( no feline ) French	( no feline ) European
>	( no mobile ) French	( no mobile ) European
>	( no immobile ) French	( no immobile ) European
>	( no dead ) French	( no dead ) European
>	( no live ) French	( no live ) European
>	( no human ) French	( no human ) European
>	( no animate ) French	( no animate ) European
>	( no inanimate ) French	( no inanimate ) European
>	( no seat ) French	( no seat ) European
>	( no bench ) French	( no bench ) European
>	( no woody ) French	( no woody ) European
>	( no plant ) French	( no plant ) European
>	( no tree ) French	( no tree ) European
>	( no oak ) French	( no oak ) European
>	( no bush ) French	( no bush ) European
>	( no destructible ) French	( no destructible ) European
>	( no indestructible ) French	( no indestructible ) European
>	( no mammal ) French	( no mammal ) European
